,CITY,STATE,IBGE_DU,IBGE_DU_URBAN,IBGE_POP,IBGE_15-59,IDHM,LONG,LAT,GDP,GDP_CAPITA
3058,Miguel Pereira,RJ,8333.0,7354.0,21474.0,13535.0,0.745,-43.47467612,-22.45542661,682782.05,27470.61
3059,Miguelópolis,SP,6473.0,6108.0,19242.0,12639.0,0.741,-48.02933418,-20.17712923,1076838.4,49278.71
3060,Milagres,CE,7852.0,3883.0,13505.0,8349.0,0.628,-38.94315677,-7.310427797,199178.16,7040.09
3061,Milagres,BA,3131.0,2456.0,7758.0,4773.0,0.622,-39.8591271,-12.87057492,91048.52,7834.83
3063,Milhã,CE,3848.0,1834.0,5954.0,3521.0,0.626,-39.20357418,-5.679564101,111586.86,8484.4
3064,Milton Brandão,PI,1713.0,446.0,1701.0,1019.0,0.508,-41.44795954,-4.699953478,39509.23,6066.21
3067,Minaçu,GO,9840.0,8343.0,25547.0,16751.0,0.71,-48.22390762,-13.53509365,993831.41,32202.43
3070,Minas Novas,MG,7486.0,3338.0,12471.0,8013.0,0.633,-42.59675871,-17.21545816,250718.86,7844.03
3071,Minduri,MG,1135.0,1012.0,3365.0,2184.0,0.66,-44.60929282,-21.67754348,81129.67,20451.14
3072,Mineiros,GO,15978.0,14472.0,47649.0,32134.0,0.718,-52.55466719,-17.56616757,2261800.52,36703.84
3074,Ministro Andreazza,RO,2928.0,916.0,3072.0,1971.0,0.638,-61.51892193,-11.19623798,189586.21,17577.06
3075,Mira Estrela,SP,1036.0,720.0,1880.0,1202.0,0.743,-50.1384272,-19.98051605,55.53,18344.76
3076,Mirabela,MG,3750.0,2859.0,9999.0,6257.0,0.665,-44.16064378,-16.25845294,113131.92,8266.86
3077,Miracatu,SP,6209.0,3232.0,8670.0,5414.0,0.7,-47.457104,-24.28392947,415713.17,20369.11
3078,Miracema,RJ,8191.0,7575.0,24691.0,15589.0,0.713,-42.19841141,-21.4111633,474642.52,17839.01
3080,Mirador,MA,4898.0,2343.0,9367.0,5492.0,0.545,-44.36260979,-6.377565695,149.31,7246.48
3081,Mirador,PR,752.0,522.0,1579.0,1001.0,0.68,-52.77693493,-23.25740754,86920.05,37401.05
3082,Miradouro,MG,3287.0,1896.0,5630.0,3616.0,0.66,-42.34614986,-20.89441907,132699.77,12288.15
3083,Miraguaí,RS,1626.0,744.0,2069.0,1276.0,0.725,-53.68599404,-27.49607642,132599.41,26637.08
3084,Miraí,MG,4132.0,3239.0,10323.0,6654.0,0.68,-42.61603959,-21.19398174,174.55,11752.52
3085,Miraíma,CE,3241.0,1800.0,6841.0,3944.0,0.59,-39.97006488,-3.568599907,77.91,5768.28
3086,Miranda,MS,5685.0,4632.0,14510.0,9146.0,0.632,-56.39019829,-20.2393335,462.9,16946.03
3088,Mirandiba,PE,3567.0,1854.0,7098.0,4143.0,0.591,-38.73456458,-8.120243802,141279.95,9303.91
3089,Mirandópolis,SP,8177.0,7225.0,21282.0,13885.0,0.75,-51.10564039,-21.13208699,611656.79,20960.79
3090,Mirangaba,BA,4658.0,2294.0,7469.0,4531.0,0.542,-40.5747927,-10.95611728,113282.02,6094.36
3091,Miranorte,TO,3798.0,3299.0,11027.0,6843.0,0.662,-48.59263194,-9.517404731,219360.56,16415.52
3092,Mirante,BA,2788.0,533.0,1809.0,1138.0,0.527,-40.7735666,-14.23981792,59727.22,6135.31
3095,Miraselva,PR,604.0,474.0,1430.0,891.0,0.748,-51.48570725,-22.96609258,40318.81,21446.17
3096,Mirassol,SP,17477.0,17060.0,52095.0,35184.0,0.762,-49.51213922,-20.8170045,1751.64,30038.14
3098,Mirassolândia,SP,1414.0,1160.0,3491.0,2228.0,0.738,-49.46551984,-20.61685722,85846.12,18210.89
3099,Miravânia,MG,1189.0,296.0,1072.0,634.0,0.593,-44.41207543,-14.7478394,32376.87,6663.28
3101,Mirinzal,MA,3555.0,2277.0,8999.0,5332.0,0.622,-44.78575599,-2.064224192,84.68,5764.28
3102,Missal,PR,3487.0,1864.0,5418.0,3494.0,0.711,-54.24317533,-25.09115967,331103.93,30479.97
3103,Missão Velha,CE,9091.0,4291.0,15329.0,9273.0,0.622,-39.14519771,-7.243231514,330368.37,9351.99
3104,Mocajuba,PA,5315.0,3754.0,18836.0,10733.0,0.575,-49.50902346,-2.582872973,279865.36,9376.98
3105,Mococa,SP,20314.0,18832.0,60652.0,40169.0,0.762,-47.00717098,-21.46899051,1937.89,28127.42
3106,Modelo,SC,1284.0,890.0,2423.0,1582.0,0.76,-53.0535008,-26.77804208,112440.3,26893.16
3107,Moeda,MG,1485.0,603.0,1787.0,1105.0,0.638,-44.04756867,-20.33026884,55633.47,11261.84
3108,Moema,MG,2283.0,1949.0,6458.0,4232.0,0.721,-45.42531013,-19.8386999,97895.2,13075.36
3109,Mogeiro,PB,3618.0,1727.0,5582.0,3298.0,0.574,-35.4824246,-7.309480532,115179.57,8660.12
3111,Mogi Guaçu,SP,41842.0,39841.0,129975.0,88240.0,0.774,-46.94447409,-22.36572019,4993574.7,33665.99
3112,Mogi Mirim,SP,27055.0,25473.0,80551.0,54320.0,0.784,-46.95636713,-22.4326955,4275.83,46512.31
3113,Moiporá,GO,636.0,420.0,1119.0,710.0,0.696,-50.73609754,-16.54689988,34498.55,20486.08
3114,Moita Bonita,SE,3485.0,1476.0,4583.0,2955.0,0.59,-37.3457494,-10.57904386,148628.18,13019.29
3115,Moju,PA,15644.0,5856.0,25124.0,15075.0,0.547,-48.76719913,-1.885889,868.21,11041.92
3117,Mombaça,CE,11985.0,5522.0,18889.0,11135.0,0.58,-39.62440525,-5.74700454,306785.95,7023.81
3118,Mombuca,SP,941.0,769.0,2685.0,1728.0,0.72,-47.567524,-22.92682788,66889.48,19354.6
3119,Monção,MA,7480.0,2733.0,11757.0,6510.0,0.546,-45.24758467,-3.49393248,190388.62,5789.7
3120,Monções,SP,750.0,650.0,1834.0,1182.0,0.772,-50.09630613,-20.8503257,70989.93,31663.66
3121,Mondaí,SC,3120.0,2017.0,6090.0,4207.0,0.748,-53.39868403,-27.10361169,517091.27,45586.82
3122,Mongaguá,SP,14550.0,14498.0,44463.0,26881.0,0.754,-46.61999273,-24.09411614,913.7,17115.56
3123,Monjolos,MG,690.0,402.0,1402.0,882.0,0.65,-44.11931677,-18.32368562,32515.0,13901.24
3124,Monsenhor Gil,PI,2856.0,1512.0,5308.0,3261.0,0.615,-42.61739892,-5.551485631,92637.79,8899.78
3125,Monsenhor Hipólito,PI,2149.0,1063.0,3480.0,2128.0,0.561,-41.0328934,-7.003502473,49557.57,6516.45
3126,Monsenhor Paulo,MG,2521.0,1899.0,6102.0,4047.0,0.721,-45.54507414,-21.76177214,205059.42,23648.88
3127,Monsenhor Tabosa,CE,4766.0,2837.0,9351.0,5489.0,0.61,-40.07006746,-4.783091291,121446.8,7133.44
3128,Montadas,PB,1452.0,938.0,3141.0,1805.0,0.59,-35.95827543,-7.089096338,61495.62,10959.83
3129,Montalvânia,MG,4405.0,2927.0,10210.0,6134.0,0.613,-44.36362058,-14.42036478,125695.63,8011.7
3130,Montanha,ES,5753.0,4407.0,13480.0,8435.0,0.667,-40.36342088,-18.12685665,339816.41,17598.86
3131,Montanhas,RN,3103.0,2476.0,8839.0,5148.0,0.557,-35.28769196,-6.482242939,83153.83,7207.58
3132,Montauri,RS,469.0,216.0,644.0,431.0,0.764,-52.07610819,-28.65320719,56498.51,36427.15
3133,Monte Alegre,RN,5718.0,2551.0,10118.0,6190.0,0.609,-35.33209927,-6.067876624,190887.24,8555.75
3134,Monte Alegre,PA,13772.0,6315.0,24506.0,14641.0,0.589,-54.07337473,-2.003328,671.65,11910.55
3141,Monte Alto,SP,14957.0,14315.0,44426.0,29844.0,0.768,-48.49665126,-21.263864,1747924.84,35154.66
3142,Monte Aprazível,SP,7275.0,6625.0,19709.0,13151.0,0.785,-49.71411616,-20.77214014,627.14,25992.18
3143,Monte Azul,MG,6950.0,3935.0,12329.0,8065.0,0.659,-42.87316549,-15.15533859,183926.73,8404.62
3144,Monte Azul Paulista,SP,6021.0,5653.0,17649.0,11675.0,0.753,-48.64297128,-20.90384123,490.77,25470.81
3145,Monte Belo,MG,4132.0,2922.0,8953.0,5840.0,0.688,-46.36824558,-21.32714585,255782.28,19018.68
3147,Monte Carlo,SC,2796.0,2427.0,8065.0,5040.0,0.643,-50.97410468,-27.2176788,159818.46,16408.47
3148,Monte Carmelo,MG,14982.0,13127.0,39350.0,26646.0,0.728,-47.49597243,-18.72903844,1036024.21,21540.76
3149,Monte Castelo,SP,1393.0,1118.0,3206.0,2006.0,0.741,-51.56549325,-21.29895945,89.7,21414.11
3150,Monte Castelo,SC,2463.0,1420.0,4833.0,3070.0,0.675,-50.22627143,-26.45636247,167974.28,19824.65
3153,Monte Formoso,MG,1229.0,474.0,1696.0,954.0,0.541,-41.25457874,-16.86649383,31557.82,6418.11
3154,Monte Horebe,PB,1311.0,782.0,2497.0,1499.0,0.59,-38.58365749,-7.209526402,33496.35,6988.6
3155,Monte Mor,SP,14477.0,13610.0,44526.0,29777.0,0.733,-47.31326925,-22.945522,2260957.62,40134.15
3156,Monte Negro,RO,4059.0,2187.0,7335.0,4549.0,0.607,-63.29555917,-10.26309776,242415.75,15120.74
3157,Monte Santo,BA,14505.0,2633.0,8832.0,5403.0,0.506,-39.33270595,-10.44015774,310814.36,5975.48
3160,Monte Sião,MG,6910.0,5377.0,16545.0,11448.0,0.72,-46.57370269,-22.43354882,404582.93,17410.4
3161,Monteiro,PB,9776.0,6537.0,20192.0,12443.0,0.628,-37.12268068,-7.892217,449318.35,13599.64
3162,Monteiro Lobato,SP,1335.0,554.0,1756.0,1130.0,0.71,-45.84815198,-22.95501058,57845.93,12828.99
3163,Monteirópolis,AL,1698.0,678.0,2515.0,1444.0,0.539,-37.2452721,-9.602327539,52661.87,7262.7
3164,Montenegro,RS,19953.0,18142.0,49775.0,33277.0,0.755,-51.46129938,-29.68811861,2949358.46,46409.32
3165,Montes Altos,MA,2110.0,1366.0,5099.0,3014.0,0.575,-47.07043951,-5.828562504,60748.76,6783.78
3166,Montes Claros,MG,104156.0,98683.0,338940.0,229899.0,0.77,-43.86542243,-16.72270664,8739.99,21943.89
3168,Montezuma,MG,1897.0,858.0,3074.0,1950.0,0.59,-42.5074737,-15.17114416,50.82,6269.74
3169,Montividiu,GO,3283.0,2655.0,8403.0,5822.0,0.733,-51.1751446,-17.444462,728016.58,59010.83
3171,Morada Nova,CE,18266.0,10658.0,33881.0,21546.0,0.61,-38.36490735,-5.096952,754066.44,12217.14
3173,Moraújo,CE,2129.0,996.0,3597.0,2194.0,0.581,-40.68359893,-3.466363274,72651.92,8468.58
3174,Moreilândia,PE,2938.0,1878.0,6791.0,3999.0,0.6,-39.55375373,-7.629982688,79994.41,7116.94
3175,Moreira Sales,PR,4202.0,3331.0,9868.0,6160.0,0.675,-53.01344657,-24.04475824,241789.04,19092.63
3176,Moreno,PE,16473.0,14748.0,40920.0,26838.0,0.652,-35.0948691,-8.11869453,632.36,10269.36
3177,Mormaço,RS,889.0,201.0,588.0,383.0,0.71,-52.69282632,-28.69335122,85649.09,28857.51
3178,Morpará,BA,2396.0,1588.0,5525.0,3185.0,0.56,-43.27791341,-11.55804254,60.56,6759.9
3179,Morretes,PR,4745.0,2169.0,6692.0,4259.0,0.69,-48.8315392,-25.47848168,301935.54,18312.44
3180,Morrinhos,GO,14281.0,12313.0,35745.0,23556.0,0.73,-49.11017707,-17.7352711,1242959.29,27621.32
3181,Morrinhos,CE,5346.0,2634.0,9597.0,5611.0,0.588,-40.12417889,-3.228830534,134904.18,6113.39
3183,Morro Agudo,SP,8798.0,8415.0,27721.0,18510.0,0.71,-48.05759383,-20.732663,1240390.15,38855.69
3191,Morro Grande,SC,890.0,247.0,756.0,526.0,0.701,-49.71879998,-28.79971954,176092.2,60346.88
3192,Morro Redondo,RS,2307.0,1015.0,2647.0,1677.0,0.7,-52.6577802,-31.58220323,96000.43,14661.03
3193,Morro Reuter,RS,1929.0,1646.0,2679.0,1898.0,0.743,-51.08008835,-29.53934166,161009.32,26210.21
3194,Morros,MA,3779.0,1564.0,6709.0,4058.0,0.55,-44.04454454,-2.861478953,111096.39,5811.7
3195,Mortugaba,BA,3447.0,1685.0,5887.0,3626.0,0.618,-42.38044892,-15.01640729,86.81,6941.83
3196,Morungaba,SP,3521.0,3024.0,9341.0,6199.0,0.715,-46.79134439,-22.88103093,396689.51,30316.36
3197,Mossâmedes,GO,1757.0,1156.0,3274.0,2120.0,0.706,-50.21804967,-16.1196543,78817.59,16565.28
3198,Mossoró,RN,73452.0,67301.0,234870.0,158724.0,0.72,-37.35687414,-5.193801235,5755476.76,19714.79
3199,Mostardas,RS,4134.0,2752.0,8109.0,5082.0,0.664,-50.91915885,-31.10822511,329717.19,25843.96
3200,Motuca,SP,1363.0,979.0,3102.0,2125.0,0.741,-48.15066125,-21.50760944,82.17,17702.09
3201,Mozarlândia,GO,4308.0,3902.0,12080.0,8072.0,0.68,-50.57021361,-14.74758948,458891.67,30713.58
3202,Muaná,PA,7042.0,3136.0,14497.0,8758.0,0.547,-49.21683244,-1.530026208,235575.71,6100.47
3203,Mucajaí,RR,3813.0,2358.0,8873.0,5382.0,0.665,-60.91151853,2.479772235,270.95,16304.33
3204,Mucambo,CE,4230.0,2841.0,6093.0,3541.0,0.607,-40.74528047,-3.90602998,94201.82,6556.82
3205,Mucugê,BA,3068.0,1300.0,4152.0,2691.0,0.606,-41.37321301,-13.0038942,390094.07,38638.48
3206,Muçum,RS,1680.0,1416.0,4037.0,2563.0,0.746,-51.86605553,-29.16561481,242986.91,48616.83
3207,Mucuri,BA,10602.0,8198.0,27358.0,17502.0,0.665,-39.54754589,-18.08853974,1991625.81,47890.59
3208,Mucurici,ES,1867.0,1184.0,3585.0,2266.0,0.67,-40.51792684,-18.09723638,75.95,12931.95
3209,Muitos Capões,RS,983.0,348.0,970.0,580.0,0.7,-51.18460234,-28.3189128,512575.53,162877.51
3211,Mulungu,CE,2933.0,1144.0,3131.0,1836.0,0.607,-38.99306592,-4.29952832,85120.67,6711.93
3212,Mulungu,PB,2751.0,1373.0,4531.0,2622.0,0.565,-35.46514342,-7.027886032,68601.91,6942.11
3214,Mundo Novo,MS,5390.0,4840.0,14898.0,9579.0,0.69,-54.28166142,-23.93527362,430164.6,23906.0
3215,Mundo Novo,GO,2170.0,1303.0,3738.0,2347.0,0.634,-50.28568772,-13.76557692,105251.95,18190.8
3216,Mundo Novo,BA,6725.0,3752.0,13529.0,8127.0,0.59,-40.47149815,-11.86472275,148578.29,5469.48
3217,Munhoz,MG,1948.0,1052.0,3310.0,2117.0,0.647,-46.36037093,-22.61278269,77944.04,12407.52
3219,Muniz Ferreira,BA,2255.0,1068.0,3391.0,2248.0,0.617,-39.1129817,-12.9973037,48566.9,6348.61
3220,Muniz Freire,ES,5619.0,2845.0,8666.0,5465.0,0.645,-41.41751378,-20.45654559,307.07,16311.14
3222,Muqui,ES,4460.0,2947.0,9250.0,5953.0,0.69,-41.346214,-20.95369231,169477.21,10783.05
3223,Muriaé,MG,32818.0,30433.0,92629.0,61635.0,0.73,-42.3610749,-21.13204679,2038885.05,18893.26
3224,Muribeca,SE,2081.0,970.0,3285.0,2113.0,0.626,-36.95700144,-10.42742747,80628.63,10523.18
3225,Murici,AL,6254.0,5137.0,20600.0,12436.0,0.527,-35.94755559,-9.316301144,255694.59,8983.72
3227,Muricilândia,TO,898.0,530.0,1788.0,1013.0,0.596,-48.60674528,-7.138519285,41379.91,11925.05
3228,Muritiba,BA,8324.0,5427.0,18036.0,11750.0,0.66,-38.98868882,-12.62337244,288093.07,9419.42
3230,Mutuípe,BA,6504.0,3121.0,9650.0,6215.0,0.601,-39.50416385,-13.22937332,210022.48,9164.48
3231,Mutum,MG,8506.0,4599.0,13711.0,8462.0,0.644,-41.43913852,-19.80718922,342862.65,12462.29
3232,Mutunópolis,GO,1312.0,886.0,2539.0,1576.0,0.68,-49.27444525,-13.72361058,59145.22,15122.79
3233,Muzambinho,MG,6564.0,5119.0,15620.0,10220.0,0.74,-46.52680469,-21.37301275,458.8,21825.86
3234,Nacip Raydan,MG,920.0,601.0,1960.0,1132.0,0.585,-42.25179159,-18.45792419,29413.29,8994.89
3235,Nantes,SP,846.0,752.0,2430.0,1548.0,0.71,-51.2385875,-22.62011758,95464.69,31673.75
3236,Nanuque,MG,12889.0,11604.0,36579.0,22919.0,0.701,-40.35173883,-17.83899335,645783.86,15446.42
3237,Não-Me-Toque,RS,5515.0,4853.0,13904.0,9466.0,0.765,-52.81927949,-28.45990677,1019762.59,59656.17
3238,Naque,MG,1840.0,1723.0,5945.0,3754.0,0.675,-42.33470845,-19.22354347,67707.29,9844.04
3239,Narandiba,SP,1337.0,972.0,3105.0,2012.0,0.718,-51.52423985,-22.4042832,229.63,48835.62
3240,Natal,RN,235720.0,235720.0,790062.0,536124.0,0.763,-35.25225473,-5.750898538,21845480.68,24890.54
3241,Natalândia,MG,1043.0,802.0,2447.0,1570.0,0.67,-46.49753436,-16.50383648,47677.12,14101.48
3242,Natércia,MG,1571.0,964.0,2721.0,1736.0,0.693,-45.51823451,-22.11847374,82492.25,17128.79
3243,Natividade,RJ,4971.0,4014.0,11990.0,7591.0,0.73,-41.97644031,-21.04375699,251281.03,16767.72
3244,Natividade,TO,2603.0,2029.0,7173.0,4297.0,0.67,-47.72725753,-11.70535738,124847.66,13423.04
3246,Natuba,PB,2850.0,1054.0,3633.0,2166.0,0.541,-35.55614468,-7.640978825,76882.98,7353.7
3247,Navegantes,SC,18579.0,17623.0,46532.0,30924.0,0.736,-48.6491829,-26.89743912,3286.55,43841.66
3248,Naviraí,MS,14771.0,13710.0,42689.0,28536.0,0.7,-54.19883617,-23.05999948,1505525.78,28749.51
3249,Nazaré,BA,7989.0,6865.0,22804.0,14878.0,0.64,-39.01062258,-13.03514822,246709.34,8377.23
3250,Nazaré,TO,1229.0,550.0,1983.0,1134.0,0.643,-47.66697718,-6.372557969,45332.16,11008.3
3253,Nazaré Paulista,SP,5196.0,4400.0,6989.0,4563.0,0.68,-46.40259021,-23.17869581,310.53,17291.09
3254,Nazareno,MG,2451.0,1876.0,6217.0,3988.0,0.69,-44.61723466,-21.21769697,241333.98,28285.75
3255,Nazarezinho,PB,2112.0,956.0,3182.0,1919.0,0.562,-38.31891258,-6.912700919,54168.99,7413.3
3256,Nazária,PI,2204.0,456.0,1640.0,986.0,0.602,-42.81404847,-5.346925,73597.78,8763.73
3257,Nazário,GO,2714.0,2151.0,6064.0,3971.0,0.71,-49.88198823,-16.58052808,167448.69,19143.56
3258,Neópolis,SE,5119.0,3010.0,10490.0,6694.0,0.589,-36.57671818,-10.31587823,239.1,12613.48
3259,Nepomuceno,MG,7840.0,6132.0,19800.0,12833.0,0.667,-45.23742912,-21.23457694,472198.36,17503.74
3260,Nerópolis,GO,7398.0,7070.0,22237.0,14905.0,0.721,-49.22446253,-16.40404368,645482.53,23208.78
3261,Neves Paulista,SP,2969.0,2691.0,7896.0,5223.0,0.754,-49.63047485,-20.84391616,188280.73,20913.11
3262,Nhamundá,AM,3671.0,1453.0,6990.0,4123.0,0.586,-56.71676991,-2.188983767,133330.88,6462.02
3263,Nhandeara,SP,3687.0,3054.0,8579.0,5586.0,0.75,-50.0402745,-20.6948235,284482.38,25062.32
3264,Nicolau Vergueiro,RS,618.0,241.0,636.0,415.0,0.753,-52.46240067,-28.53621481,85.32,48645.27
3265,Nilo Peçanha,BA,3574.0,913.0,3102.0,1916.0,0.547,-39.11298551,-13.60449442,129703.98,9083.55
3266,Nilópolis,RJ,50521.0,50521.0,155579.0,102966.0,0.753,-43.41660998,-22.80751422,2540315.77,16045.55
3267,Nina Rodrigues,MA,2541.0,950.0,4438.0,2551.0,0.585,-43.90448476,-3.462464289,61066.37,4282.65
3268,Ninheira,MG,2592.0,764.0,2614.0,1656.0,0.556,-41.74878896,-15.32380192,74733.37,7228.3
3269,Nioaque,MS,4140.0,2209.0,7015.0,4450.0,0.639,-55.83388992,-21.15815231,250412.65,17682.01
3270,Nipoã,SP,1389.0,1232.0,3792.0,2581.0,0.713,-49.78089865,-20.91390243,86.71,17638.77
3271,Niquelândia,GO,13116.0,10117.0,33183.0,21911.0,0.715,-48.45858515,-14.46911014,932779.08,20463.76
3273,Niterói,RJ,169306.0,169306.0,409668.0,271260.0,0.84,-43.07582317,-22.89645239,23003343.34,46202.31
3274,Nobres,MT,4474.0,3680.0,12306.0,7757.0,0.7,-56.33408483,-14.72450027,532806.7,35667.87
3275,Nonoai,RS,3730.0,3048.0,8738.0,5501.0,0.7,-52.77618857,-27.35466453,358.77,29239.75
3276,Nordestina,BA,3327.0,1151.0,3917.0,2371.0,0.56,-39.42913085,-10.83205352,102.2,7541.17
3277,Normandia,RR,602.0,561.0,2297.0,1223.0,0.594,-59.63520628,3.882978285,129666.02,12541.45
3278,Nortelândia,MT,2005.0,1642.0,5219.0,3376.0,0.7,-56.80206898,-14.45372456,115871.89,19405.78
3279,Nossa Senhora Aparecida,SE,2597.0,1114.0,3450.0,2248.0,0.58,-37.45443855,-10.39465146,130889.67,14789.79
3288,Nova Aliança,SP,1985.0,1656.0,4879.0,3098.0,0.738,-49.50713835,-21.01373472,117985.04,17755.46
3290,Nova Alvorada,RS,985.0,440.0,568.0,380.0,0.74,-52.16713392,-28.67656443,148430.16,42936.12
3292,Nova América,GO,746.0,556.0,1638.0,1019.0,0.68,-49.8993154,-15.01838586,35820.68,15139.76
3294,Nova Andradina,MS,14613.0,12394.0,38378.0,25483.0,0.721,-53.35157381,-22.24875931,1825653.2,35268.78
3295,Nova Araçá,RS,1296.0,966.0,2679.0,1869.0,0.785,-51.74216463,-28.65817604,294735.93,66546.83
3296,Nova Aurora,PR,3854.0,2942.0,9005.0,5889.0,0.733,-53.25752554,-24.52848533,521323.55,45658.04
3297,Nova Aurora,GO,733.0,657.0,1864.0,1196.0,0.747,-48.26045791,-18.0651021,48427.17,22072.55
3298,Nova Bandeirantes,MT,3450.0,1256.0,4052.0,2682.0,0.65,-57.8184758,-9.84295282,190.65,13515.26
3299,Nova Bassano,RS,2652.0,1752.0,4815.0,3298.0,0.747,-51.70323142,-28.72346864,668891.08,70114.37
3300,Nova Belém,MG,1175.0,442.0,1348.0,836.0,0.59,-41.10368783,-18.49409082,58425.21,16640.62
3302,Nova Brasilândia,MT,1454.0,1132.0,2381.0,1542.0,0.65,-54.97190887,-14.92546446,74876.26,19047.64
3303,Nova Brasilândia D'Oeste,RO,5949.0,2615.0,8243.0,5342.0,0.643,-62.30823016,-11.72132541,307693.49,14199.05
3304,Nova Bréscia,RS,1050.0,515.0,1511.0,942.0,0.778,-52.01798354,-29.21651143,94938.3,28450.19
3305,Nova Campina,SP,2414.0,1608.0,5723.0,3538.0,0.65,-48.90573848,-24.12321042,283827.5,30175.15
3306,Nova Canaã,BA,5008.0,2132.0,6850.0,4060.0,0.545,-40.14517465,-14.79359809,117992.02,6894.88
3308,Nova Canaã Paulista,SP,750.0,319.0,873.0,549.0,0.715,-50.94805244,-20.38689503,34656.7,17285.14
3310,Nova Cantu,PR,2353.0,1339.0,4097.0,2508.0,0.66,-52.57099216,-24.67077884,196701.04,30397.32
3312,Nova Colinas,MA,1189.0,559.0,2198.0,1248.0,0.57,-46.25932522,-7.120566004,47771.41,9016.88
3313,Nova Crixás,GO,3943.0,2567.0,7675.0,5012.0,0.643,-50.34200033,-14.09561143,372.31,29242.11
3314,Nova Cruz,RN,9813.0,6939.0,24280.0,14859.0,0.629,-35.43230039,-6.480064792,446918.87,11902.92
3315,Nova Era,MG,5211.0,4608.0,15386.0,10016.0,0.71,-43.03545685,-19.76442307,310120.03,17232.72
3316,Nova Erechim,SC,1337.0,1039.0,2680.0,1763.0,0.765,-52.91128667,-26.9012734,161263.47,33568.58
3317,Nova Esperança,PR,8614.0,7895.0,24242.0,15760.0,0.722,-52.20486636,-23.18425139,659465.08,23564.11
3321,Nova Europa,SP,2868.0,2676.0,8624.0,5721.0,0.765,-48.56214043,-21.77892288,313712.07,29598.27
3322,Nova Fátima,PR,2608.0,2129.0,6598.0,4138.0,0.688,-50.56231422,-23.43235857,207734.73,24857.57
3323,Nova Fátima,BA,2419.0,1646.0,5046.0,3189.0,0.597,-39.63221709,-11.60839839,69927.94,8632.01
3324,Nova Floresta,PB,3176.0,2410.0,9396.0,5470.0,0.601,-36.20249543,-6.456139942,79921.48,7508.59
3325,Nova Friburgo,RJ,63591.0,55976.0,159888.0,105487.0,0.745,-42.53277126,-22.28646146,4808819.7,25979.3
3326,Nova Glória,GO,2973.0,2023.0,5284.0,3323.0,0.68,-49.5787847,-15.14927659,120206.69,14062.55
3327,Nova Granada,SP,6232.0,5776.0,17722.0,11637.0,0.74,-49.32009288,-20.533154,418621.5,20033.57
3329,Nova Guataporanga,SP,762.0,661.0,1888.0,1178.0,0.726,-51.64983289,-21.32993714,29.36,12788.73
3330,Nova Hartz,RS,5919.0,4934.0,16716.0,11359.0,0.69,-50.90379343,-29.58574753,684.26,33832.41
3331,Nova Ibiá,BA,2035.0,858.0,2801.0,1778.0,0.57,-39.62568605,-13.80990737,75.66,10793.64
3332,Nova Iguaçu,RJ,248283.0,245656.0,784555.0,514410.0,0.713,-43.45034533,-22.75983483,16447838.64,20625.93
3334,Nova Independência,SP,970.0,778.0,1928.0,1244.0,0.735,-51.49044653,-21.104542,123890.97,33785.37
3335,Nova Iorque,MA,1209.0,763.0,2866.0,1675.0,0.584,-44.04862673,-6.733203306,32.67,7119.49
3336,Nova Ipixuna,PA,3796.0,2038.0,7702.0,4583.0,0.581,-49.07988694,-4.923086307,134534.28,8391.61
3337,Nova Itaberaba,SC,1294.0,484.0,915.0,620.0,0.736,-52.81124405,-26.94288988,107964.25,24882.29
3338,Nova Itarana,BA,2097.0,831.0,2715.0,1652.0,0.524,-40.06924973,-13.03304989,50.13,5987.79
3339,Nova Lacerda,MT,1317.0,904.0,2955.0,1900.0,0.636,-59.5903305,-14.46978899,167116.79,26820.22
3340,Nova Laranjeiras,PR,2868.0,770.0,2365.0,1507.0,0.642,-52.53937045,-25.30674592,197034.5,16492.38
3341,Nova Lima,MG,24198.0,23682.0,76049.0,52331.0,0.813,-43.84978336,-19.98389299,7480877.71,82145.16
3342,Nova Londrina,PR,4174.0,3881.0,11104.0,7188.0,0.758,-52.98631263,-22.7638686,303854.15,22544.45
3343,Nova Luzitânia,SP,1119.0,1005.0,3060.0,2032.0,0.743,-50.26582737,-20.856611,43208.56,11081.96
3344,Nova Mamoré,RO,6403.0,3796.0,13688.0,8354.0,0.59,-65.32914902,-10.41177129,419.49,14846.72
3345,Nova Marilândia,MT,924.0,612.0,1952.0,1247.0,0.7,-56.97317679,-14.36245127,164961.53,52652.9
3346,Nova Maringá,MT,1908.0,995.0,2467.0,1581.0,0.66,-57.09855167,-13.01142695,406361.94,50954.47
3347,Nova Módica,MG,1167.0,733.0,2321.0,1400.0,0.63,-41.50133627,-18.44160561,40760.62,10800.38
3348,Nova Monte Verde,MT,2512.0,1242.0,3954.0,2578.0,0.691,-57.47236931,-9.972616927,170.77,19561.72
3349,Nova Mutum,MT,9480.0,7793.0,25682.0,18271.0,0.758,-56.11000525,-13.83272569,2927.8,71101.06
3350,Nova Nazaré,MT,664.0,377.0,1118.0,706.0,0.595,-51.79743422,-13.98786727,60.92,17045.86
3351,Nova Odessa,SP,15831.0,15607.0,50183.0,34465.0,0.79,-47.29363461,-22.78279466,2810058.85,48867.19
3352,Nova Olímpia,PR,1835.0,1571.0,4665.0,2997.0,0.71,-53.09123295,-23.47110098,75267.42,12963.73
